upc,titles,genre_id,ratings,product_type,price_excl_tax_gbp,price_incl_tax_gbp,tax,num_reviews
6875c5657661b2fb,The White Queen (The Cousins' War #1),2,5,Books,25.91,25.91,0.0,0
c5cb9f885d8b3621,The Wedding Pact (The O'Malleys #2),38,3,Books,32.61,32.61,0.0,0
e9906e2f0d189745,The Time Keeper,18,5,Books,27.88,27.88,0.0,0
081305e6df719dff,The Testament of Mary,18,4,Books,52.67,52.67,0.0,0
1528279aec1f3dce,The Star-Touched Queen,17,5,Books,46.02,46.02,0.0,0
00c4543ec6bd25b4,The Songs of the Gods,15,5,Books,44.48,44.48,0.0,0
e88fb1c9397cfb27,The Song of Achilles,2,5,Books,37.4,37.4,0.0,0
012094e90a4b908d,The Rosie Project (Don Tillman #1),15,1,Books,54.04,54.04,0.0,0
6bdd909329435e80,The Power of Habit: Why We Do What We Do in Life and Business,15,3,Books,16.88,16.88,0.0,0
52cf2a5933ec5d8f,The Marriage of Opposites,22,4,Books,28.08,28.08,0.0,0
4e812d32d64e2431,The Lucifer Effect: Understanding How Good People Turn Evil,36,1,Books,10.4,10.4,0.0,0
f21effc079a2b38a,The Long Haul (Diary of a Wimpy Kid #9),25,1,Books,44.07,44.07,0.0,0
2d88a31f325dfd3b,The Loney,24,1,Books,23.4,23.4,0.0,0
4881cc53f6c8892f,The Literature Book (Big Ideas Simply Explained),29,3,Books,17.43,17.43,0.0,0
3bc89353f7e3a3cc,The Last Mile (Amos Decker #2),27,2,Books,54.21,54.21,0.0,0
f72f61ad6a5f12ed,The Immortal Life of Henrietta Lacks,2,2,Books,40.67,40.67,0.0,0
992974ba6a0536ea,The Hidden Oracle (The Trials of Apollo #1),17,2,Books,52.26,52.26,0.0,0
ddc8340dabc8641b,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,19,3,Books,28.77,28.77,0.0,0
847935fc68707426,The Guilty (Will Robie #4),47,2,Books,13.82,13.82,0.0,0
a86972014275e072,The First Hostage (J.B. Collins #2),18,3,Books,25.85,25.85,0.0,0
3d76bc83c6b644c9,The Dovekeepers,2,1,Books,48.78,48.78,0.0,0
6edacfd1f8ebb9eb,The Darkest Lie,50,5,Books,35.35,35.35,0.0,0
dc6f688b82e42a5b,The Bane Chronicles (The Bane Chronicles #1-11),17,4,Books,44.73,44.73,0.0,0
923831a05c9f91f7,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,29,1,Books,15.77,15.77,0.0,0
1b8187fa4bf6ab05,The 14th Colony (Cotton Malone #11),47,1,Books,39.24,39.24,0.0,0
